# (c) Der Bundeswahlleiter, Wiesbaden 2016
# 
# Wahl der Abgeordneten zum 8. Europäischen Parlament aus der Bundesrepublik Deutschland (25. Mai 2014)
# Endgültige Ergebnisse sowie der Vorperiode nach kreisfreien Städten und Landkreisen
# 
Nr;Gebiet;gehört;Wahlberechtigte;Wahlberechtigte;Wähler;Wähler;Ungültige;Ungültige;Gültige;Gültige;CDU;CDU;SPD;SPD;GRÜNE;GRÜNE;FDP;FDP;DIE LINKE;DIE LINKE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;REP;REP;Tierschutzpartei;Tierschutzpartei;FAMILIE;FAMILIE;PIRATEN;PIRATEN;ÖDP;ÖDP;PBC;PBC;Volksabstimmung;Volksabstimmung;BP;BP;CM;CM;AUF;AUF;DKP;DKP;BüSo;BüSo;PSG;PSG;AfD;AfD;PRO NRW;PRO NRW;MLPD;MLPD;NPD;NPD;Die PARTEI;Die PARTEI;Übrige;Übrige;
;;zu;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;
1001;"Flensburg, Stadt";1;70929;69522;25350;22614;176;212;25174;22402;6446;6985;8161;5915;4380;3818;764;2263;1911;1259;;;103;81;28;84;382;275;181;213;497;476;85;30;69;60;61;53;6;12;10;22;34;26;21;35;8;4;6;9;1583;;11;;13;;113;;301;;;782;
1002;"Kiel, Landeshauptstadt";1;188135;182806;75741;61611;405;391;75336;61220;17477;17040;25918;17740;14305;12103;2651;6288;4863;3123;;;210;215;57;199;1121;574;333;327;1835;1245;210;122;94;83;152;71;20;22;24;50;76;87;87;84;10;19;22;18;4418;;22;;49;;328;;1054;;;1810;
1003;"Lübeck, Hansestadt";1;167198;166078;62933;56287;424;533;62509;55754;17141;16605;21356;15769;9556;9287;1953;6646;3747;3059;;;551;225;66;284;735;493;345;500;1264;724;164;101;67;99;124;107;19;37;29;46;65;46;39;35;11;12;18;16;4334;;18;;48;;359;;500;;;1663;
1004;"Neumünster, Stadt";1;60970;60999;27659;24898;409;732;27250;24166;8948;8737;9680;7414;2432;2147;829;2912;1278;1059;;;120;115;31;101;388;211;338;284;483;214;35;24;72;126;77;51;6;4;34;27;32;31;16;29;7;9;6;5;1960;;9;;14;;341;;114;;;666;
1051;"Dithmarschen";1;107804;108539;42819;35439;469;509;42350;34930;17958;15580;12381;7809;3432;2878;1734;5011;1775;1317;;;292;177;46;144;574;277;403;332;571;247;84;34;33;39;97;66;15;28;17;23;41;40;22;25;6;11;10;6;2325;;25;;22;;263;;224;;;886;
1053;"Herzogtum Lauenburg";1;150105;147503;69625;58624;588;624;69037;58000;23887;21969;21663;13851;8232;7937;2747;7682;2996;2315;;;328;331;87;330;932;566;605;611;951;374;160;79;80;112;122;108;27;37;21;36;75;52;29;37;10;14;14;17;5182;;19;;21;;520;;329;;;1542;
1054;"Nordfriesland";1;130887;132140;53913;44661;419;437;53494;44224;21081;19628;16215;10139;5968;5245;2044;4833;2036;1318;;;241;170;38;124;702;441;455;436;760;317;104;70;61;62;105;91;25;22;21;28;60;38;22;28;9;13;15;8;3038;;18;;25;;226;;225;;;1213;
1055;"Ostholstein";1;165120;165052;70141;59995;618;786;69523;59209;25452;23298;22636;14561;6949;6628;2815;8202;2407;2166;;;422;388;64;268;854;561;589;513;752;366;117;71;87;122;146;101;34;37;40;42;63;53;23;28;7;15;11;5;5439;;21;;18;;321;;256;;;1784;
1056;"Pinneberg";1;236519;231701;108214;90839;784;963;107430;89876;36411;33043;34766;22019;13327;12885;4288;12262;4795;3409;;;466;558;107;311;1257;772;710;780;1554;734;237;155;164;158;203;150;46;49;63;53;101;114;97;147;11;21;23;14;7628;;31;;29;;590;;526;;;2242;
1057;"Plön";1;104325;104494;48942;41306;374;446;48568;40860;16996;15697;15663;10316;6238;5456;1750;5034;1793;1450;;;235;254;31;132;735;382;350;409;591;301;80;56;51;52;76;61;12;17;26;23;51;49;26;31;6;5;11;10;3390;;8;;6;;217;;226;;;1125;
1058;"Rendsburg-Eckernförde";1;216954;216462;99710;81638;765;823;98945;80815;36318;32837;31266;19859;11936;10298;3652;9785;3566;2348;;;399;380;68;263;1463;764;691;721;1363;688;188;96;89;126;184;131;22;45;29;37;104;78;50;56;13;14;20;15;6678;;37;;29;;341;;439;;;2274;
1059;"Schleswig-Flensburg";1;156854;155935;66056;56833;519;570;65537;56263;25375;24808;19876;12756;7527;6817;2045;6034;2581;1809;;;501;301;60;146;873;558;574;519;828;388;120;73;41;82;133;118;19;34;22;27;86;52;28;28;10;14;18;12;4273;;16;;17;;225;;289;;;1687;
1060;"Segeberg";1;209166;204973;88572;74731;606;728;87966;74003;32123;28885;27786;16564;9282;8872;3236;10785;3651;2992;;;460;502;86;288;1159;696;811;842;1360;608;187;123;120;141;201;137;22;26;51;43;83;83;38;48;15;14;15;13;6364;;27;;25;;457;;407;;;2341;
1061;"Steinburg";1;105504;105858;44391;37174;382;454;44009;36720;16692;15140;12986;8444;4549;4300;1981;4661;2100;1238;;;374;134;50;150;508;326;428;421;767;280;83;46;62;83;96;81;20;13;20;24;74;56;25;35;6;7;8;10;2563;;11;;5;;311;;290;;;1271;
1062;"Stormarn";1;186619;181508;94016;75499;759;665;93257;74834;31816;28116;29581;17214;12132;11097;3905;10493;3803;2853;;;370;430;89;285;1152;652;669;586;1214;659;205;114;114;139;143;128;37;38;33;37;89;78;43;50;13;7;24;15;6934;;29;;10;;384;;468;;;1843;
901;"Schleswig-Holstein";99;2257089;2233570;978082;822149;7697;8873;970385;813276;334121;308368;309934;200370;120245;109768;36394;102891;43302;31715;;;5072;4261;908;3109;12835;7548;7482;7494;14790;7621;2059;1194;1204;1484;1920;1454;330;421;440;518;1034;883;566;696;142;179;221;173;66109;;302;;331;;4996;;5648;;;23129;

2000;"Hamburg, Freie und Hansestadt";2;1283323;1256701;558277;436266;5406;3633;552871;432633;135780;128443;186638;109766;95169;88823;20513;48225;47630;29181;;;1641;2564;353;1527;5443;2905;1524;1493;12284;5097;1910;1054;504;806;891;720;122;188;201;268;398;355;567;521;138;123;99;153;33239;;233;;261;;2250;;5083;;;10421;
902;"Hamburg";99;1283323;1256701;558277;436266;5406;3633;552871;432633;135780;128443;186638;109766;95169;88823;20513;48225;47630;29181;;;1641;2564;353;1527;5443;2905;1524;1493;12284;5097;1910;1054;504;806;891;720;122;188;201;268;398;355;567;521;138;123;99;153;33239;;233;;261;;2250;;5083;;;10421;

3101;"Braunschweig, Stadt";3;194345;189825;99682;80134;1050;798;98632;79336;30751;26134;33036;21364;14586;13347;2744;7488;5350;4231;;;306;179;150;548;1155;907;353;448;2310;1223;269;172;166;149;134;173;18;38;36;51;74;72;57;67;32;24;26;21;5550;;38;;64;;382;;1045;;;2700;
3102;"Salzgitter, Stadt";3;75270;77691;34611;28452;483;420;34128;28032;12110;9800;13974;9716;1979;2033;585;2145;1564;1504;;;193;65;154;732;366;310;154;192;294;194;37;19;70;80;66;65;19;15;41;39;18;27;18;24;11;5;8;9;1976;;16;;11;;338;;126;;;1058;
3103;"Wolfsburg, Stadt";3;92913;91792;38340;35389;254;379;38086;35010;14312;14298;13164;10644;3298;3230;871;2361;1599;1423;;;116;55;54;236;340;260;162;202;427;278;54;34;134;146;82;83;9;8;34;43;31;22;24;25;9;7;6;5;2512;;18;;16;;333;;481;;;1650;
3151;"Gifhorn";3;134817;134071;64411;53500;597;495;63814;53005;26674;21869;20893;15147;5667;5296;1371;4487;2237;1882;;;219;95;111;356;684;506;324;425;764;402;103;71;499;508;101;124;20;24;40;38;59;67;20;20;22;6;14;8;3108;;13;;13;;407;;451;;;1674;
3152;"Göttingen";3;195831;197393;102804;83506;991;722;101813;82784;32198;27533;35475;23166;15070;15052;2406;7933;5631;4108;;;661;279;93;417;983;578;388;405;1582;892;248;127;144;115;188;164;47;51;37;66;71;68;107;103;11;14;11;32;5017;;35;;60;;492;;858;;;1681;
3153;"Goslar";3;112117;116126;43027;44439;290;572;42737;43867;15648;16525;15283;13015;3425;4003;1312;4426;1855;2229;;;167;219;63;315;537;512;173;311;470;342;68;53;48;78;90;120;19;34;19;26;50;64;14;25;8;11;8;10;2905;;18;;20;;262;;275;;;1549;
3154;"Helmstedt";3;74543;76285;31577;31202;284;375;31293;30827;11999;11860;10950;9840;2673;2738;760;2547;1229;1221;;;130;79;50;271;436;391;148;201;351;217;43;35;43;79;54;89;11;23;13;22;24;29;8;16;6;8;9;6;1688;;8;;13;;441;;206;;;1155;
3155;"Northeim";3;110332;114360;53172;47411;561;612;52611;46799;18578;16602;21108;16983;4211;4047;1342;4618;1812;1748;;;195;89;102;402;550;336;277;288;505;286;61;40;92;85;95;109;20;31;27;35;68;40;26;28;11;10;18;6;2894;;17;;14;;359;;229;;;1016;
3156;"Osterode am Harz";3;62052;65114;26851;24128;205;312;26646;23816;10076;8743;10269;8127;1789;1906;672;2397;981;948;;;135;59;47;228;341;206;148;157;218;145;29;28;30;40;49;56;12;22;5;14;40;20;12;15;7;5;9;6;1434;;8;;9;;222;;104;;;694;
3157;"Peine";3;102763;103151;48159;41854;400;336;47759;41518;17054;14440;18813;14905;4086;3989;1006;3595;1757;1542;;;166;53;110;396;581;407;243;278;499;331;55;37;92;121;93;88;23;24;33;24;29;43;16;20;10;13;4;12;2520;;27;;17;;296;;229;;;1200;
3158;"Wolfenbüttel";3;97307;97881;51152;45300;456;522;50696;44778;18416;16317;17919;13471;5291;5422;1296;4190;1740;1785;;;194;90;88;390;650;558;198;298;558;305;69;65;66;96;96;95;13;19;22;22;40;26;27;21;15;6;10;13;3174;;12;;14;;387;;401;;;1589;
3241;"Region Hannover";3;850194;842278;413626;363609;3664;2915;409962;360694;138479;118898;140049;105438;55403;56331;10885;38605;19306;16221;;;1580;1066;764;2928;4257;3110;1592;1704;5228;3336;794;560;646;711;787;795;176;219;206;369;322;324;288;293;84;99;80;93;23741;;191;;179;;1983;;2942;;;9594;
3251;"Diepholz";3;168403;168192;83526;65206;707;520;82819;64686;33554;24176;25742;16740;8689;7881;3023;9249;3130;2362;;;366;184;138;368;1015;558;484;449;845;439;150;72;131;140;191;150;31;34;47;55;76;65;37;23;16;17;11;11;4320;;34;;14;;424;;351;;;1713;
3252;"Hameln-Pyrmont";3;118875;122041;58476;46746;633;500;57843;46246;21213;16950;21083;14319;5457;5019;1337;4658;2193;1964;;;216;146;107;388;689;382;305;292;659;288;66;39;88;84;136;114;27;33;31;29;46;40;28;34;10;8;16;16;3518;;37;;13;;364;;204;;;1443;
3254;"Hildesheim";3;219042;223143;106129;96632;841;953;105288;95679;38598;36587;37408;29594;11780;11416;2145;8242;4195;3412;;;321;185;183;700;1154;830;457;570;1123;743;186;107;202;169;225;203;51;63;60;82;80;75;40;63;17;21;17;22;5842;;38;;23;;614;;529;;;2595;
3255;"Holzminden";3;58035;60504;27290;29573;349;728;26941;28845;9641;9609;10434;10940;2473;2514;912;2923;899;1015;;;88;40;44;214;272;279;125;179;266;171;26;27;61;79;43;54;17;8;33;24;24;31;9;18;4;3;3;6;1277;;9;;5;;169;;107;;;711;
3256;"Nienburg (Weser)";3;95424;96682;41146;35464;288;289;40858;35175;17460;14380;13203;10268;3978;3717;857;3343;1362;1118;;;146;71;74;277;430;284;210;234;438;188;51;28;54;67;75;69;15;15;24;28;52;42;13;19;7;13;10;5;1908;;26;;4;;271;;190;;;1009;
3257;"Schaumburg";3;125366;127027;63465;52286;594;449;62871;51837;23220;18663;23669;17069;5747;5555;1222;4913;2113;1769;;;199;109;140;408;743;467;306;365;616;400;96;62;161;185;145;125;27;33;47;64;79;52;22;21;17;15;14;12;3665;;25;;18;;334;;246;;;1550;
3351;"Celle";3;139565;140730;64929;52234;485;404;64444;51830;28307;22167;18159;12751;5518;5262;1742;5935;2004;1655;;;389;363;174;524;692;466;367;310;581;350;123;64;215;191;161;125;41;37;39;50;77;59;27;22;19;11;16;16;5119;;17;;9;;373;;275;;;1472;
3352;"Cuxhaven";3;158271;159742;72992;59620;522;621;72470;58999;36206;24252;20023;16206;5830;6407;1192;5470;2554;2415;;;285;349;89;284;786;573;265;437;651;367;106;49;77;83;123;155;24;49;17;37;55;35;18;24;19;12;7;14;3501;;23;;16;;347;;256;;;1781;
3353;"Harburg";3;195893;190716;102313;80700;1070;732;101243;79968;37857;31348;29461;16953;11875;11397;3373;11053;3738;2843;;;555;617;108;444;1426;783;496;563;1331;726;236;121;152;274;189;199;50;78;67;79;117;82;49;47;18;22;16;19;9038;;30;;34;;551;;476;;;2320;
3354;"Lüchow-Dannenberg";3;39602;40613;20974;16522;280;163;20694;16359;6939;5278;4858;2762;5302;4890;383;1399;1125;913;;;59;53;28;95;244;121;90;77;211;100;24;12;47;60;35;24;7;14;6;12;12;20;19;20;6;5;11;6;1028;;4;;13;;121;;122;;;498;
3355;"Lüneburg";3;139750;136455;74254;58251;740;557;73514;57694;23150;18400;22690;13419;12962;12404;1892;6432;3840;2805;;;203;165;86;254;911;499;378;444;1382;475;168;92;115;115;118;150;12;31;36;40;54;55;42;48;14;13;10;15;4411;;16;;14;;496;;514;;;1838;
3356;"Osterholz";3;89145;88650;44314;36722;354;293;43960;36429;15596;12281;15395;10449;5085;5689;1003;3807;2106;1653;;;123;103;76;244;534;368;197;236;564;263;65;56;71;85;86;88;18;21;21;25;33;18;23;17;8;7;5;7;2538;;18;;9;;217;;169;;;1012;
3357;"Rotenburg (Wümme)";3;128196;127867;71135;56926;669;836;70466;56090;33585;24161;19570;13708;6859;6318;1406;6255;2162;1826;;;446;385;103;314;740;447;384;423;819;411;94;60;136;178;155;134;37;14;34;63;61;40;18;27;38;18;9;14;2990;;20;;13;;447;;340;;;1294;
3358;"Heidekreis";3;109018;109401;55676;41325;664;304;55012;41021;22823;17103;17879;10571;5054;4457;1327;4461;1730;1512;;;262;128;99;315;700;421;337;308;547;283;95;42;122;142;126;101;37;19;40;27;48;38;21;18;9;11;8;12;3020;;19;;12;;490;;207;;;1052;
3359;"Stade";3;155555;153069;74562;57874;620;540;73942;57334;31283;24273;22706;14337;7336;6987;1618;5831;2573;2109;;;358;298;84;319;979;485;323;455;743;419;105;75;86;96;109;121;17;16;20;46;35;41;32;29;16;10;12;14;4572;;23;;23;;514;;375;;;1373;
3360;"Uelzen";3;75619;76664;37733;31466;332;285;37401;31181;14667;12445;11909;7720;4441;4350;808;3011;1330;1116;;;98;147;26;198;427;260;193;200;513;189;73;47;72;83;53;55;12;11;22;25;76;44;13;26;12;8;6;11;2226;;11;;14;;240;;159;;;1235;
3361;"Verden";3;104680;103561;55868;40662;435;333;55433;40329;20867;14778;18480;10617;6824;6342;1297;4095;2169;1492;;;146;134;85;278;691;373;300;247;634;328;89;57;113;119;102;124;12;12;32;24;46;30;12;16;15;6;4;7;2915;;25;;16;;296;;263;;;1250;
3401;"Delmenhorst, Stadt";3;57777;57535;25765;19833;368;214;25397;19619;8494;6500;9691;5879;2155;2203;523;1988;1232;1145;;;128;81;77;138;328;330;159;139;378;212;49;26;29;27;63;69;11;8;15;25;20;11;21;13;7;2;4;5;1645;;14;;6;;230;;118;;;818;
3402;"Emden, Stadt";3;38973;39217;14006;12528;123;174;13883;12354;3358;3158;6304;5004;1731;1856;390;1026;724;550;;;34;52;10;62;140;100;59;55;154;110;19;12;38;54;21;22;6;6;6;11;13;8;23;11;4;2;4;5;661;;4;;13;;89;;78;;;250;
3403;"Oldenburg (Oldenburg), Stadt";3;126358;123278;59915;49467;338;412;59577;49055;15742;13575;17780;12626;12798;11469;1764;5065;4594;2932;;;252;217;33;170;698;431;183;260;1047;757;161;114;69;75;88;94;17;20;25;31;42;36;72;61;13;5;8;19;3320;;22;;26;;265;;558;;;1098;
3404;"Osnabrück, Stadt";3;120658;118495;61488;51047;501;342;60987;50705;20772;20304;17945;12119;10892;8420;2103;4981;3560;2407;;;179;161;58;161;521;326;198;187;969;465;182;82;111;85;74;112;22;28;34;36;58;40;43;49;14;9;13;17;2530;;27;;22;;234;;426;;;716;
3405;"Wilhelmshaven, Stadt";3;64170;64831;24125;22145;219;274;23906;21871;8247;7424;8311;6137;2264;2190;697;2607;1192;1402;;;171;308;56;208;316;287;113;117;286;209;38;25;34;23;68;40;13;12;9;10;20;9;16;11;5;7;6;9;1662;;21;;23;;208;;130;;;836;
3451;"Ammerland";3;95337;91753;46951;35233;569;387;46382;34846;18939;12923;13847;9141;5229;4470;1603;5082;1585;1037;;;172;130;42;146;559;339;255;271;440;263;79;45;43;59;87;79;16;15;17;21;27;36;22;14;6;13;6;3;2960;;12;;8;;224;;204;;;759;
3452;"Aurich";3;152222;150325;77325;52852;1502;1023;75823;51829;23466;15943;33499;19507;7181;5744;1363;4360;2724;2603;;;416;459;149;319;970;520;409;353;762;283;131;43;116;106;130;85;29;27;37;48;68;39;38;35;25;12;10;10;3358;;30;;17;;586;;309;;;1333;
3453;"Cloppenburg";3;117936;115205;59731;42105;643;380;59088;41725;37509;26903;11485;5794;2726;2167;1332;4184;1402;920;;;166;77;54;119;394;216;416;234;386;203;57;30;169;67;87;50;16;15;167;71;73;43;13;18;7;6;12;7;2187;;19;;7;;249;;155;;;601;
3454;"Emsland";3;236116;234392;121346;97945;843;637;120503;97308;75593;61715;24940;14384;6830;5976;2625;8249;2789;2274;;;246;820;117;311;834;462;483;504;927;480;115;55;68;66;143;139;25;29;83;89;115;70;26;37;23;29;10;26;3703;;44;;25;;406;;333;;;1593;
3455;"Friesland";3;80352;80026;39529;30885;579;461;38950;30424;13743;10312;14197;8992;4000;3492;1274;4192;1305;1122;;;177;175;70;171;537;345;219;238;403;213;60;33;42;41;73;77;18;20;17;15;28;20;23;14;6;9;10;5;2331;;15;;14;;226;;162;;;938;
3456;"Grafschaft Bentheim";3;97142;96574;49591;39697;294;244;49297;39453;25404;21133;14935;9451;3314;2896;1182;3448;1190;960;;;84;61;48;146;416;198;209;195;405;152;164;44;106;49;45;47;12;16;25;35;35;24;29;39;9;4;4;5;1361;;9;;12;;139;;160;;;550;
3457;"Leer";3;129177;127319;63222;43798;1117;717;62105;43081;21278;15535;25499;14648;5257;4163;1190;3709;2070;1871;;;192;291;94;248;744;421;292;293;655;275;123;97;287;267;148;110;21;43;73;72;72;54;35;42;15;12;13;7;3287;;31;;6;;454;;269;;;923;
3458;"Oldenburg";3;99395;97564;54677;40547;534;330;54143;40217;21348;14771;16340;10004;6282;5090;1837;5894;1943;1387;;;359;285;87;195;659;426;335;301;637;344;95;56;64;74;103;107;20;19;21;21;33;42;20;19;12;9;12;8;3321;;16;;16;;313;;270;;;1165;
3459;"Osnabrück";3;271647;271161;143832;120576;1134;949;142698;119627;66219;61421;43233;26853;13056;11308;3906;11010;4770;3679;;;404;335;131;422;1108;708;630;647;1513;630;245;114;545;270;234;213;51;55;78;89;115;91;53;67;29;9;12;17;5135;;67;;22;;647;;495;;;1689;
3460;"Vechta";3;99942;96864;51475;40930;415;337;51060;40593;33260;26276;8139;4921;3225;2310;1371;4964;1269;669;;;280;60;52;119;290;214;253;216;436;166;66;31;49;34;65;40;16;19;25;50;37;38;17;13;13;3;5;9;1793;;19;;3;;187;;190;;;441;
3461;"Wesermarsch";3;70534;71148;29868;25189;305;258;29563;24931;11174;8580;10510;8213;2824;2645;898;2867;1122;1016;;;101;64;42;136;340;246;150;170;266;177;33;21;19;16;60;55;12;14;6;17;22;12;17;19;6;4;4;8;1614;;12;;15;;160;;156;;;651;
3462;"Wittmund";3;45632;45514;21812;15640;315;208;21497;15432;8932;6167;7554;4633;1769;1360;502;1672;630;533;;;73;60;22;68;270;183;100;108;170;82;42;17;20;29;67;35;8;3;11;6;21;17;3;4;6;4;3;4;1067;;9;;1;;128;;89;;;447;
