Nr;Gebiet;gehört;Wahlberechtigte;Wahlberechtigte;Wähler;Wähler;Ungültige;Ungültige;Gültige;Gültige;CDU;CDU;SPD;SPD;GRÜNE;GRÜNE;CSU;CSU;DIE LINKE;DIE LINKE;FDP;FDP;REP;REP;Die Tierschutzpartei;Die Tierschutzpartei;FAMILIE;FAMILIE;ödp;ödp;DIE FRAUEN;DIE FRAUEN;Volksabstimmung;Volksabstimmung;PBC;PBC;CM;CM;AUFBRUCH;AUFBRUCH;DKP;DKP;BP;BP;PSG;PSG;BüSo;BüSo;50Plus;50Plus;AUF;AUF;DVU;DVU;DIE GRAUEN;DIE GRAUEN;DIE VIOLETTEN;DIE VIOLETTEN;EDE;EDE;FBI;FBI;VOLKSENTSCHEIDE;VOLKSENTSCHEIDE;FW FREIE WÄHLER;FW FREIE WÄHLER;Newropeans;Newropeans;PIRATEN;PIRATEN;RRP;RRP;RENTNER;RENTNER;Übrige;Übrige;
;;zu;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;Endgültig;Vorperiode;
13006;"Wismar, Hansestadt";13;36431;36628;15607;13107;470;546;15137;12561;3597;3857;3990;3722;976;630;;;3396;2522;1112;638;122;89;173;165;325;196;14;20;119;108;55;99;29;16;13;20;26;35;25;31;2;;17;28;13;19;71;;30;;114;;83;;44;;39;;37;;56;;97;;12;;125;;121;;304;;;366;
13051;"Bad Doberan";13;99379;97459;52440;48252;2301;2598;50139;45654;16317;19232;8305;7517;2933;2397;;;11075;9166;4559;2172;608;391;751;890;1346;1001;72;60;454;483;202;385;83;83;40;41;111;157;93;115;25;;49;103;38;48;222;;82;;409;;300;;109;;49;;106;;147;;222;;25;;383;;302;;722;;;1413;
13052;"Demmin";13;69250;73139;30525;34640;1868;2267;28657;32373;11029;16734;3161;3646;931;821;;;7249;6808;1941;1000;431;428;371;440;810;606;30;34;255;315;89;270;60;94;52;47;69;83;40;53;19;;23;87;28;29;110;;63;;255;;151;;90;;62;;102;;118;;223;;12;;176;;197;;510;;;878;
13053;"Güstrow";13;85555;88240;37106;38927;1946;2156;35160;36771;12160;16649;5931;5959;1551;1319;;;7791;7630;2603;1249;410;471;446;569;839;671;51;41;330;388;123;315;60;156;28;34;86;105;81;95;22;;24;77;24;43;130;;234;;333;;160;;91;;44;;71;;111;;413;;20;;224;;216;;553;;;1000;
13054;"Ludwigslust";13;104507;106006;53848;54273;2596;2986;51252;51287;16245;21795;11444;10376;2221;1928;;;9928;9335;4315;1841;666;453;644;738;1266;968;44;47;486;559;197;368;103;153;43;38;110;128;80;106;47;;38;83;41;47;230;;99;;616;;258;;92;;61;;87;;164;;255;;23;;335;;261;;853;;;2324;
13055;"Mecklenburg-Strelitz";13;68122;70267;34802;32534;1797;1877;33005;30657;10923;13575;5308;4753;1464;1088;;;8241;6807;2273;1237;543;400;453;516;777;482;38;30;304;331;136;221;34;72;33;32;78;80;52;77;18;;29;69;29;24;201;;70;;392;;173;;55;;47;;70;;125;;211;;16;;195;;187;;530;;;863;
13056;"Müritz";13;55807;56533;26852;27881;1595;1810;25257;26071;8513;10970;4526;4239;1257;1240;;;5511;5327;1829;1134;305;305;329;407;620;528;43;39;270;347;100;187;53;65;22;25;63;78;38;47;19;;17;55;17;24;115;;63;;206;;106;;51;;19;;35;;63;;373;;19;;141;;112;;422;;;1054;
13057;"Nordvorpommern";13;92002;94437;43890;44978;2345;2630;41545;42348;18360;21014;4647;5321;1562;1408;;;8604;8338;2587;1440;571;465;507;692;993;843;42;49;364;468;172;376;49;97;58;46;83;102;85;110;30;;36;109;39;45;143;;75;;390;;210;;101;;78;;93;;131;;309;;24;;289;;238;;675;;;1425;
13058;"Nordwestmecklenburg";13;97555;96586;49846;46420;2655;2536;47191;43884;14507;18665;10028;8158;2470;2079;;;9917;8522;3696;1700;497;409;675;753;1309;928;60;49;416;501;182;380;57;79;46;42;101;148;87;87;55;;31;104;39;45;178;;83;;388;;247;;122;;59;;109;;160;;294;;32;;324;;264;;758;;;1235;
13059;"Ostvorpommern";13;91216;92200;45327;44951;2803;2702;42524;42249;15302;21432;4785;4474;1891;1250;;;9746;8210;3269;1413;984;469;676;673;1295;726;45;34;381;446;217;396;93;102;62;49;124;147;95;101;32;;46;96;55;45;254;;93;;679;;214;;101;;73;;126;;159;;377;;22;;324;;245;;759;;;2186;
13060;"Parchim";13;83201;85643;41130;42201;2273;2509;38857;39692;13119;18110;7403;6444;1669;1585;;;8322;7872;2971;1559;487;393;510;621;979;717;68;43;347;414;153;349;95;111;56;47;96;135;64;92;35;;25;91;39;47;177;;88;;325;;185;;90;;49;;74;;111;;205;;26;;236;;201;;652;;;1062;
13061;"Rügen";13;58526;59992;26327;28926;1620;1837;24707;27089;8268;12367;2409;3010;1184;1063;;;6365;6160;2489;1345;406;317;363;437;569;626;30;23;245;264;109;324;40;55;31;28;60;103;38;55;27;;24;76;26;35;130;;53;;204;;125;;57;;47;;86;;123;;228;;16;;198;;217;;540;;;801;
13062;"Uecker-Randow";13;62111;65597;30836;31940;1897;2259;28939;29681;10005;13798;3622;3616;830;670;;;7281;7178;1925;858;701;471;424;467;878;550;34;31;272;317;164;271;35;56;51;45;67;100;65;69;22;;34;84;46;56;150;;68;;608;;173;;66;;49;;107;;135;;173;;18;;165;;197;;574;;;1044;
913;"Mecklenburg-Vorpommern";99;1403333;1413717;653283;636920;30280;33944;623003;602976;201447;255835;104231;97045;34450;28665;;;146305;130782;47170;23441;8490;6238;7989;9258;15127;11176;831;671;5232;6273;2477;4960;1032;1480;656;643;1506;1870;1229;1538;427;;553;1403;520;700;2844;;1392;;6223;;3591;;1424;;910;;1394;;2093;;4240;;408;;5032;;3628;;10152;;;20998;

14511;"Chemnitz, Stadt";14;206031;208842;96548;90789;2618;2773;93930;88016;25968;23408;14883;13090;6876;5575;;;22503;24792;9752;4436;2652;7992;1362;1255;1408;1424;120;157;511;717;345;464;467;672;170;249;167;298;161;189;58;;72;168;104;144;584;;286;;791;;380;;157;;63;;166;;239;;853;;52;;1037;;407;;1336;;;2986;
14521;"Erzgebirgskreis";14;322262;335918;157950;166831;8458;9445;149492;157386;58670;64302;14347;15218;5027;4462;;;29208;33725;14789;7771;4821;7135;2345;2632;3026;3380;163;236;907;1280;618;1025;2448;2865;755;1173;350;627;193;282;112;;96;300;113;220;675;;622;;1706;;379;;248;;80;;290;;324;;3285;;66;;1189;;548;;2092;;;10753;
14522;"Mittelsachsen";14;285353;294811;162775;145371;9534;8078;153241;137293;61727;56213;16126;14289;5738;4731;;;29604;31008;15083;7319;4533;5076;2529;2251;3281;3385;175;221;1043;1289;645;1031;609;847;333;486;402;612;235;292;104;;103;331;170;203;651;;420;;1619;;462;;269;;66;;342;;405;;2281;;71;;1379;;581;;2255;;;7709;
14523;"Vogtlandkreis";14;214527;223009;94832;96119;4334;4705;90498;91414;32054;33604;11875;11663;4337;3377;;;18708;20396;9104;5162;2438;3526;1292;1399;1595;1650;96;122;564;668;373;679;1189;1437;292;380;241;324;139;178;93;;47;165;50;95;469;;292;;708;;286;;140;;50;;144;;160;;1234;;47;;691;;406;;1384;;;6589;
14524;"Zwickau";14;298582;308399;127844;135144;5831;7565;122013;127579;43671;46821;15115;15704;5654;4806;;;25984;31695;11893;6759;3169;4515;1912;2256;2070;2790;115;170;736;1185;448;910;1186;1675;397;558;229;523;193;298;86;;79;259;102;315;606;;463;;1086;;413;;182;;52;;202;;225;;2351;;75;;1101;;483;;1735;;;6340;
14612;"Dresden, Stadt";14;421924;393808;207708;182163;4848;6266;202860;175897;66944;54178;22756;19929;27865;25141;;;36853;42411;20339;9877;3528;3281;2426;2492;2203;3208;430;394;901;1208;666;1542;605;550;245;347;368;684;301;408;107;;108;302;384;747;1005;;616;;2343;;886;;841;;259;;579;;472;;1830;;253;;3869;;723;;2155;;;9198;
14625;"Bautzen";14;278965;289283;138498;140087;6987;7925;131511;132162;50294;54029;13085;13171;5398;5156;;;25494;30734;12892;7133;3655;4231;2189;2389;3488;3954;192;221;1061;1369;720;1301;585;697;337;404;454;786;217;236;99;;84;411;135;292;768;;492;;1927;;436;;298;;90;;372;;353;;2304;;82;;1212;;539;;2259;;;5648;
14626;"Görlitz";14;240025;252466;113071;118237;5691;7065;107380;111172;40318;43173;9938;10168;4869;4722;;;21272;26418;9154;6002;3225;3306;2222;2333;2994;3275;153;199;850;1207;683;1207;507;612;297;472;408;582;162;233;93;;89;319;146;311;694;;292;;1615;;443;;255;;65;;406;;330;;2085;;82;;1036;;525;;2172;;;6633;
14627;"Meißen";14;216936;221570;103558;106065;4759;5606;98799;100459;38110;39607;9670;9640;6054;5634;;;18313;20937;9747;5558;2770;2785;1644;1645;2178;2615;140;170;723;1038;434;840;239;345;162;227;285;423;137;170;67;;71;253;148;303;639;;279;;1349;;417;;286;;77;;283;;223;;1279;;71;;939;;444;;1621;;;8269;
14628;"Sächsische Schweiz-Osterzgebirge";14;216356;219740;112016;115454;5491;5987;106525;109467;43271;46775;8727;9123;5514;5565;;;18637;22280;10307;5504;3564;3647;1821;1909;2302;2990;154;189;753;1044;509;907;255;303;159;286;327;540;157;192;111;;60;260;133;250;600;;286;;1660;;402;;311;;77;;320;;277;;2172;;62;;1095;;501;;2001;;;7703;
14713;"Leipzig, Stadt";14;415150;395612;173789;154331;4334;4856;169455;149475;42250;38649;27389;28917;22184;18150;;;38630;40458;16209;6496;2632;2410;2396;2394;1909;2287;321;289;886;1051;635;1003;426;510;146;200;315;425;363;394;94;;221;313;240;308;978;;295;;1550;;780;;506;;126;;280;;453;;1290;;167;;2871;;752;;2161;;;5221;
14729;"Leipzig";14;231514;235220;110651;110105;5164;5909;105487;104196;37884;39028;14450;14873;5084;4693;;;21215;24201;10555;4844;2418;2473;1748;1776;2084;2379;129;148;735;958;470;761;295;398;150;187;266;374;159;231;77;;75;228;81;116;588;;209;;1164;;400;;166;;41;;221;;249;;1380;;52;;897;;486;;1759;;;6528;
14730;"Nordsachsen";14;179152;183722;78114;82508;3749;4791;74365;77717;26070;30835;10142;10672;3021;2947;;;15567;18141;7706;4106;1984;2469;1117;1209;1546;1795;82;105;544;729;325;627;117;144;88;113;175;263;138;160;54;;60;161;52;74;398;;154;;905;;360;;126;;41;;152;;153;;1211;;31;;589;;294;;1163;;;3167;
914;"Sachsen";99;3526777;3562400;1677354;1643204;71798;80971;1605556;1562233;567231;570622;188503;186457;107621;94959;;;321988;367196;157530;80967;41389;52846;25003;25940;30084;35132;2270;2621;10214;13743;6871;12297;8928;11055;3531;5082;3987;6461;2555;3263;1155;;1165;3470;1858;3378;8655;;4706;;18423;;6044;;3785;;1087;;3757;;3863;;23555;;1111;;17905;;6689;;24093;;;86744;

15001;"Dessau-Roßlau, Stadt";15;76861;79928;20669;32640;530;1870;20139;30770;6045;9499;3737;6144;1681;1676;;;4860;7712;1586;1845;169;418;234;561;314;668;31;43;80;301;32;309;22;39;41;53;40;123;38;77;13;;16;107;9;54;83;;30;;253;;60;;31;;15;;25;;46;;87;;18;;161;;152;;230;;;1141;
15002;"Halle (Saale), Stadt";15;193951;196609;72781;75996;1972;3599;70809;72397;16338;18249;12480;13606;8042;7305;;;18437;19565;6588;4424;624;666;1021;1218;1141;1275;169;163;391;610;196;449;118;170;103;134;159;345;213;401;51;;74;191;71;165;334;;146;;548;;687;;127;;78;;134;;226;;249;;68;;919;;468;;609;;;3461;
15003;"Magdeburg, Landeshauptstadt";15;195800;189195;68977;66302;1918;3535;67059;62767;15841;15872;15212;13881;5728;4609;;;17177;18310;4940;3095;604;728;1162;1230;1031;1044;139;123;359;522;182;295;106;110;111;102;130;185;165;221;47;;71;129;45;135;306;;109;;508;;282;;108;;75;;83;;198;;248;;73;;796;;529;;694;;;2176;
15081;"Altmarkkreis Salzwedel";15;77943;80382;33339;36305;1795;2597;31544;33708;9451;12672;5947;6469;1430;1289;;;7112;7279;2660;1764;324;439;507;652;963;737;75;78;269;400;107;191;73;132;89;99;100;122;81;111;45;;51;101;42;59;170;;98;;299;;85;;92;;32;;70;;152;;142;;11;;256;;320;;491;;;1114;
15082;"Anhalt-Bitterfeld";15;156092;162959;53643;70963;2769;4917;50874;66046;15401;23703;9430;12048;1985;2098;;;11783;14652;4267;3751;674;1880;969;1443;1426;1461;89;123;392;781;157;513;95;147;161;183;177;295;122;201;72;;78;194;60;164;233;;141;;695;;193;;74;;55;;124;;153;;212;;37;;398;;472;;749;;;2409;
15083;"Börde";15;156030;160279;62030;70116;3150;5388;58880;64728;17783;24425;11539;12773;2405;2369;;;12734;13678;5264;3488;622;824;1201;1293;1771;1427;112;132;459;699;186;424;91;134;217;171;150;263;153;177;56;;66;158;70;140;288;;152;;477;;232;;89;;59;;201;;209;;423;;35;;399;;582;;855;;;2153;
15084;"Burgenlandkreis";15;171241;178618;66487;79193;3320;5408;63167;73785;18658;26591;10275;12372;2683;2349;;;14267;16978;6013;4006;1153;1479;1193;1445;1976;1502;108;157;550;809;216;579;142;278;249;220;275;319;223;244;128;;103;223;94;177;326;;252;;841;;255;;102;;53;;216;;215;;541;;35;;441;;640;;944;;;4057;
15085;"Harz";15;204639;211656;81286;88564;3527;6040;77759;82524;26116;30735;13784;15254;3706;3503;;;16974;18116;5509;3887;984;1052;1382;1587;1901;1792;319;312;541;810;286;589;160;247;225;240;239;369;181;224;113;;131;242;104;210;309;;195;;851;;257;;144;;64;;166;;288;;398;;41;;574;;691;;1126;;;3355;
15086;"Jerichower Land";15;84086;86875;33094;37421;1801;2949;31293;34472;9469;12509;5733;6429;1410;1328;;;7180;7965;2667;1804;320;575;598;755;916;755;56;66;271;370;101;200;55;84;79;105;88;141;72;91;37;;58;117;43;76;161;;93;;292;;117;;51;;38;;67;;105;;182;;24;;204;;327;;479;;;1102;
15087;"Mansfeld-Südharz";15;134918;142174;52576;62236;2993;4543;49583;57693;14198;20507;8254;10105;1667;1537;;;12985;13765;4103;3439;834;1133;1067;1171;1436;1249;76;123;414;606;144;428;99;136;173;181;168;258;140;183;95;;60;177;67;143;240;;138;;643;;188;;71;;41;;155;;154;;330;;22;;337;;499;;785;;;2552;
15088;"Saalekreis";15;171991;176071;64555;79688;3290;5494;61265;74194;18607;26538;10086;12750;2748;2658;;;13895;17069;6341;5141;806;1228;1032;1411;1712;1659;101;151;513;807;194;556;101;141;173;165;201;271;199;247;105;;85;190;74;178;298;;140;;642;;292;;105;;66;;188;;192;;488;;37;;504;;518;;822;;;3034;
15089;"Salzlandkreis";15;185498;194569;64837;73097;3399;5003;61438;68094;18196;24324;10860;11981;2505;2201;;;14743;16396;5640;3962;822;1200;1194;1422;1636;1514;103;112;444;642;196;482;182;244;182;169;196;261;155;203;91;;85;191;78;144;262;;175;;603;;253;;94;;65;;176;;229;;257;;36;;418;;633;;929;;;2646;
15090;"Stendal";15;105385;109266;42307;48516;1867;3279;40440;45237;11680;15942;7266;8471;1843;1719;;;9803;10870;3260;1941;456;765;654;845;1249;1128;92;99;318;484;160;272;124;215;126;168;129;162;94;114;75;;69;134;51;99;140;;121;;404;;152;;79;;53;;118;;407;;184;;26;;297;;394;;616;;;1809;
15091;"Wittenberg";15;120980;125700;52909;59273;3086;4175;49823;55098;15948;20163;8265;9382;2049;2045;;;11435;12380;4062;3086;663;1145;903;1174;1312;1244;116;108;385;624;158;459;139;176;163;176;196;266;119;170;79;;76;178;71;159;218;;131;;537;;179;;72;;46;;166;;157;;657;;36;;409;;437;;639;;;2163;
915;"Sachsen-Anhalt";99;2035415;2094281;769490;880310;35417;58797;734073;821513;213731;281729;132868;151665;39882;36686;;;173385;194735;62900;45633;9055;13532;13117;16207;18784;17455;1586;1790;5386;8465;2315;5746;1507;2253;2092;2166;2248;3380;1955;2664;1007;;1023;2332;879;1903;3368;;1921;;7593;;3232;;1239;;740;;1889;;2731;;4398;;499;;6113;;6662;;9968;;;33172;

16051;"Erfurt, Stadt";16;168067;164847;81230;85200;2164;2363;79066;82837;19822;25682;15330;13320;7972;8179;;;19284;23796;5584;3304;1273;1492;1296;1213;1347;1141;128;147;478;694;285;495;107;111;51;56;133;180;138;204;44;;51;111;27;93;420;;170;;498;;281;;178;;46;;149;;137;;1676;;53;;935;;247;;926;;;2619;
16052;"Gera, Stadt";16;85869;88658;39412;42607;1017;1611;38395;40996;10183;12577;5079;6000;2163;2170;;;12279;13572;3074;1558;761;700;650;738;830;680;42;56;242;428;217;421;53;91;28;34;98;113;79;98;28;;29;77;11;68;272;;143;;373;;185;;66;;27;;59;;85;;214;;18;;358;;167;;582;;;1615;
16053;"Jena, Stadt";16;85405;83848;46449;48473;843;1110;45606;47363;10103;12397;8603;9036;6655;7069;;;10246;11565;4176;2577;742;786;521;628;633;577;132;131;257;402;202;259;87;103;32;38;79;110;96;115;26;;28;61;25;80;221;;92;;213;;124;;109;;49;;98;;100;;472;;45;;833;;140;;467;;;1429;
16054;"Suhl, Stadt";16;34286;36953;16223;18653;455;652;15768;18001;3569;5043;2123;2600;886;987;;;5784;6453;1214;785;252;250;210;271;332;282;25;30;92;204;66;139;26;20;11;10;36;63;34;48;8;;9;43;4;36;99;;31;;123;;50;;40;;7;;25;;25;;246;;5;;130;;51;;255;;;737;
16055;"Weimar, Stadt";16;51991;51472;28068;28268;634;775;27434;27493;7615;8894;3895;4339;4130;4135;;;5927;6004;2325;1141;529;843;437;405;445;340;47;42;165;210;114;147;41;54;35;28;45;69;45;43;23;;7;33;18;31;116;;52;;189;;74;;59;;25;;39;;61;;177;;16;;356;;91;;336;;;735;
16056;"Eisenach, Stadt";16;35760;36466;18023;18674;456;528;17567;18146;4996;5798;3066;3149;1392;1456;;;4221;4959;1281;663;405;412;318;287;303;285;34;55;104;150;101;145;34;45;20;20;108;85;33;38;9;;5;40;11;36;84;;28;;216;;58;;35;;8;;37;;57;;106;;3;;118;;51;;325;;;523;
16061;"Eichsfeld";16;88206;89018;52481;53818;1677;1380;50804;52438;25835;32886;5463;5206;1917;1605;;;6351;6086;4199;1834;863;580;515;358;1143;653;319;407;299;368;204;316;87;76;118;86;97;93;27;44;18;;16;46;21;27;178;;102;;343;;99;;60;;9;;80;;100;;1355;;12;;320;;131;;523;;;1767;
16062;"Nordhausen";16;76936;78557;40033;38097;1400;1186;38633;36911;10996;13263;7473;6584;1865;1565;;;10339;10493;3335;1488;716;538;558;450;756;428;37;46;225;320;162;280;75;85;37;37;76;52;65;64;5;;10;52;18;50;146;;63;;287;;87;;41;;16;;39;;53;;166;;5;;262;;151;;569;;;1116;
16063;"Wartburgkreis";16;113922;116739;62783;65909;2589;2296;60194;63613;20177;23422;10207;10298;2605;2667;;;13067;15240;4240;2720;1736;1877;956;1001;1361;1223;70;103;415;765;313;736;65;103;74;110;170;345;86;112;30;;21;123;30;374;223;;128;;522;;115;;138;;9;;112;;134;;1805;;21;;433;;176;;755;;;2394;
16064;"Unstrut-Hainich-Kreis";16;92720;94802;48013;49756;1889;1619;46124;48137;15844;20315;8358;7572;1744;1738;;;9544;11318;3883;1925;826;1023;647;624;1158;727;36;57;304;469;241;379;42;61;48;70;90;90;64;67;24;;24;60;20;52;212;;117;;315;;118;;75;;19;;83;;100;;1002;;22;;305;;144;;715;;;1590;
16065;"Kyffhäuserkreis";16;71971;75484;37705;38389;1727;1386;35978;37003;10891;14476;6150;5993;1300;1178;;;9544;9734;2628;1341;786;557;673;503;858;529;34;41;287;370;199;298;35;41;37;49;94;114;44;45;23;;19;60;15;41;176;;99;;313;;87;;53;;10;;90;;78;;402;;16;;278;;138;;621;;;1633;
16066;"Schmalkalden-Meiningen";16;114280;117138;60653;64091;2566;2420;58087;61671;17859;21626;8393;9182;2847;2654;;;14304;17273;4636;2997;1294;1447;943;933;1965;1001;52;94;443;669;311;616;128;146;59;91;146;286;106;77;44;;42;102;27;350;261;;127;;470;;146;;135;;10;;187;;118;;1537;;23;;428;;208;;838;;;2127;
16067;"Gotha";16;118783;120426;64883;67102;2393;2394;62490;64708;20097;25136;11774;9940;3061;2962;;;13164;16035;4665;2625;1440;1731;1220;1119;1474;958;45;95;409;648;393;581;91;113;50;94;163;220;60;99;18;;28;129;45;206;291;;149;;481;;166;;108;;21;;322;;151;;1019;;27;;475;;206;;877;;;2017;
16068;"Sömmerda";16;63315;65150;34644;35550;1568;1265;33076;34285;11382;14108;4315;4784;1245;1328;;;8086;8469;2773;1462;830;919;621;589;888;540;26;35;278;343;154;286;34;35;27;26;89;76;42;50;13;;23;45;18;53;179;;74;;235;;93;;57;;10;;77;;72;;562;;8;;258;;109;;498;;;1137;
16069;"Hildburghausen";16;58965;60116;32480;30655;1402;1076;31078;29579;9555;11653;4635;4899;1171;992;;;8225;7726;2417;1158;727;693;474;338;821;416;38;52;266;321;145;244;27;40;32;29;61;66;35;42;37;;12;48;14;26;113;;85;;307;;56;;78;;4;;41;;78;;871;;15;;244;;92;;402;;;836;
16070;"Ilm-Kreis";16;96306;98645;52801;54918;2355;2038;50446;52880;15549;20062;7382;8100;2806;2824;;;12404;13556;3711;2243;1084;1165;912;831;1301;859;49;79;378;498;278;437;86;89;36;56;162;137;78;88;38;;28;86;30;65;288;;135;;557;;165;;85;;21;;109;;131;;1047;;27;;547;;208;;814;;;1705;
16071;"Weimarer Land";16;71768;73264;40311;41708;1655;1387;38656;40321;13241;16598;5421;5899;2115;1978;;;8011;8777;3515;1860;1004;1386;708;638;937;633;31;59;309;429;190;308;37;49;40;34;96;94;44;65;32;;19;56;20;60;176;;93;;273;;126;;66;;13;;79;;82;;1018;;10;;296;;126;;528;;;1398;
16072;"Sonneberg";16;53125;55681;26743;27517;1120;1076;25623;26441;7635;9894;3625;4132;854;898;;;7642;7425;1929;976;666;597;452;356;511;448;32;32;174;268;105;236;57;42;20;20;49;88;45;42;22;;13;55;7;40;129;;46;;321;;61;;95;;3;;32;;53;;326;;13;;234;;84;;388;;;892;
16073;"Saalfeld-Rudolstadt";16;102699;106518;54436;57224;2083;2168;52353;55056;15070;20855;7655;8664;2256;2197;;;13208;14012;4577;2215;1473;1094;934;785;1429;952;66;82;454;575;326;431;61;52;68;51;168;180;110;98;37;;23;106;35;100;289;;159;;645;;158;;132;;28;;224;;173;;960;;17;;563;;228;;827;;;2607;
16074;"Saale-Holzland-Kreis";16;74443;76095;43829;44310;1787;1599;42042;42711;13231;16538;5568;6558;2068;2020;;;10603;10531;3929;1995;1073;1048;675;606;1078;687;57;60;306;483;256;402;62;106;32;37;140;122;69;60;61;;32;67;31;83;242;;157;;352;;104;;70;;11;;106;;127;;434;;14;;369;;171;;614;;;1308;
16075;"Saale-Orla-Kreis";16;76302;78906;41953;43095;1717;1550;40236;41545;12236;15903;5983;6412;1727;1541;;;9955;10819;3568;1797;1034;1016;702;607;1145;681;52;63;335;433;213;335;137;115;87;79;148;123;74;82;21;;21;78;85;114;171;;105;;340;;97;;70;;13;;82;;96;;630;;9;;368;;153;;579;;;1347;
16076;"Greiz";16;95446;100144;51913;54341;2136;2262;49777;52079;16325;21301;6911;7795;2243;2018;;;11173;11994;4931;2264;1188;1359;887;819;1366;951;78;65;452;572;290;470;144;204;88;87;126;160;73;99;33;;25;106;24;72;254;;189;;445;;147;;106;;19;;138;;113;;605;;30;;411;;162;;801;;;1743;
16077;"Altenburger Land";16;87650;91868;42094;44710;1875;1920;40219;42790;12647;16464;6509;6641;1451;1294;;;9634;11056;3495;1881;1063;1152;763;719;1018;713;37;55;370;406;180;416;92;119;51;51;114;83;68;67;33;;15;68;26;42;249;;127;;379;;160;;65;;12;;62;;80;;225;;14;;389;;182;;709;;;1563;
916;"Thüringen";99;1918215;1960795;1017160;1053065;37508;36061;979652;1017004;304858;384891;153918;157103;56473;55455;;;232995;256893;80085;42809;21765;22665;16072;14818;23099;15704;1467;1886;7042;10025;4945;8377;1608;1900;1081;1193;2488;2949;1515;1747;627;;500;1652;562;2099;4789;;2471;;8197;;2757;;1921;;390;;2270;;2204;;16855;;423;;8910;;3416;;13949;;;34838;

999;"Bundesgebiet";;62222873;61682394;26923614;26523104;590170;739426;26333444;25783678;8071391;9412997;5472566;5547971;3194509;3079728;1896762;2063900;1969239;1579109;2888084;1565431;347887;485662;289694;331388;252121;268468;134893;145537;86663;145312;69656;135015;80688;98651;39953;46037;31013;43128;25615;37160;55779;35152;9646;25795;10909;21983;68578;;37894;;111695;;57775;;46355;;11772;;30885;;39996;;442579;;14708;;229464;;102174;;212501;;;715254;
